ticker,time,current_price,min,max,n_window_sma,percentage_change,abs_change
PXD,2021-08-15T16:24:16.490361300Z,$151.60,$54.98,$170.11,$150.25,102.76%,$4.07
RF,2021-08-15T16:24:16.490361300Z,$20.50,$7.00,$23.46,$19.55,127.42%,$4.41
RSG,2021-08-15T16:24:16.490361300Z,$120.57,$64.47,$120.57,$115.31,137.95%,$33.17
TMUS,2021-08-15T16:24:16.490361300Z,$144.94,$74.32,$149.41,$145.27,184.43%,$66.35
TROW,2021-08-15T16:24:16.490361300Z,$214.85,$81.42,$217.29,$206.52,181.87%,$96.72
PNR,2021-08-15T16:24:16.490361300Z,$79.50,$22.31,$79.50,$71.54,176.10%,$34.35
DGX,2021-08-15T16:24:16.490361300Z,$148.22,$71.08,$148.57,$139.12,145.36%,$46.25
SPG,2021-08-15T16:24:16.490361300Z,$133.67,$40.79,$136.10,$128.04,100.93%,$1.24
SLB,2021-08-15T16:24:16.490361300Z,$28.35,$11.72,$39.11,$29.26,73.66%,$-10.14
STT,2021-08-15T16:24:16.490361300Z,$90.79,$41.23,$92.01,$85.40,117.82%,$13.73
RCL,2021-08-15T16:24:16.490361300Z,$78.89,$22.33,$133.72,$78.52,59.17%,$-54.44
REG,2021-08-15T16:24:16.490361300Z,$66.22,$30.34,$67.60,$64.86,115.28%,$8.78
O,2021-08-15T16:24:16.490361300Z,$71.95,$39.83,$77.02,$69.42,106.57%,$4.43
ROP,2021-08-15T16:24:16.490361300Z,$480.76,$252.23,$496.63,$484.75,132.92%,$119.07
PNC,2021-08-15T16:24:16.490361300Z,$190.38,$76.44,$198.06,$186.54,126.18%,$39.50
PG,2021-08-15T16:24:16.490361300Z,$143.64,$94.14,$143.95,$139.31,121.51%,$25.43
TTWO,2021-08-15T16:24:16.490361300Z,$160.35,$100.15,$213.34,$168.61,131.35%,$38.27
SYK,2021-08-15T16:24:16.490361300Z,$263.15,$124.32,$270.94,$262.12,127.23%,$56.32
TWTR,2021-08-15T16:24:16.490361300Z,$64.82,$22.00,$77.63,$68.47,200.68%,$32.52
RHI,2021-08-15T16:24:16.490361300Z,$103.58,$33.25,$103.58,$92.28,167.95%,$41.91
ROL,2021-08-15T16:24:16.490361300Z,$37.15,$20.80,$41.84,$36.61,169.66%,$15.25
SHW,2021-08-15T16:24:16.490361300Z,$305.66,$130.83,$305.66,$285.29,162.48%,$117.54
TPR,2021-08-15T16:24:16.490361300Z,$44.23,$10.58,$49.12,$41.70,166.55%,$17.67
STE,2021-08-15T16:24:16.490361300Z,$218.85,$106.55,$218.94,$212.41,146.23%,$69.18
ROST,2021-08-15T16:24:16.490361300Z,$124.66,$59.69,$132.64,$122.66,107.54%,$8.74
LUV,2021-08-15T16:24:16.490361300Z,$50.41,$23.87,$64.10,$51.30,92.28%,$-4.22
SEE,2021-08-15T16:24:16.490361300Z,$60.42,$17.21,$60.65,$57.43,159.29%,$22.49
SBUX,2021-08-15T16:24:16.490361300Z,$116.76,$55.00,$126.06,$119.09,134.47%,$29.93
SO,2021-08-15T16:24:16.490361300Z,$65.53,$40.95,$66.52,$63.18,111.47%,$6.74
TEL,2021-08-15T16:24:16.490361300Z,$152.57,$51.87,$152.57,$141.25,162.58%,$58.73
TJX,2021-08-15T16:24:16.490361300Z,$70.49,$36.36,$73.25,$68.05,115.94%,$9.69
FTI,2021-08-15T16:24:16.490361300Z,$6.89,$3.65,$15.83,$7.73,44.33%,$-8.65
ROK,2021-08-15T16:24:16.490361300Z,$316.53,$117.98,$318.41,$299.18,158.26%,$116.52
SYY,2021-08-15T16:24:16.490361300Z,$79.44,$29.90,$85.74,$74.31,98.05%,$-1.58
SPGI,2021-08-15T16:24:16.490361300Z,$441.74,$190.07,$441.74,$421.19,161.02%,$167.39
UAA,2021-08-15T16:24:16.490361300Z,$25.45,$7.71,$25.77,$21.62,116.85%,$3.67
TGT,2021-08-15T16:24:16.490361300Z,$261.54,$89.14,$264.07,$255.79,213.10%,$138.81
UA,2021-08-15T16:24:16.490361300Z,$21.57,$6.89,$21.90,$18.76,112.11%,$2.33
ULTA,2021-08-15T16:24:16.490361300Z,$371.85,$128.52,$371.85,$344.06,146.08%,$117.30
BK,2021-08-15T16:24:16.490361300Z,$53.87,$26.24,$54.77,$50.59,111.58%,$5.59
MOS,2021-08-15T16:24:16.490361300Z,$33.56,$6.92,$37.47,$31.03,159.05%,$12.46
TMO,2021-08-15T16:24:16.490361300Z,$544.64,$254.59,$544.64,$525.78,167.47%,$219.42
URI,2021-08-15T16:24:16.490361300Z,$353.11,$69.59,$357.50,$323.01,209.37%,$184.46
TXN,2021-08-15T16:24:16.490361300Z,$188.70,$89.93,$194.76,$189.09,152.51%,$64.97
CLX,2021-08-15T16:24:16.490361300Z,$168.45,$145.64,$232.44,$176.85,114.83%,$21.76
TDG,2021-08-15T16:24:16.490361300Z,$605.97,$245.79,$682.63,$640.57,106.79%,$38.53
UAL,2021-08-15T16:24:16.490361300Z,$46.49,$19.92,$89.74,$48.22,51.81%,$-43.25
DIS,2021-08-15T16:24:16.490361300Z,$181.08,$85.76,$201.91,$177.44,122.19%,$32.88
HSY,2021-08-15T16:24:16.490361300Z,$179.40,$108.49,$180.28,$177.73,128.61%,$39.91
TSCO,2021-08-15T16:24:16.490361300Z,$193.92,$66.37,$195.15,$186.50,212.12%,$102.50
UDR,2021-08-15T16:24:16.490361300Z,$53.49,$28.43,$55.59,$53.16,123.49%,$10.17
TXT,2021-08-15T16:24:16.490361300Z,$73.83,$21.61,$74.46,$69.00,162.80%,$28.48
VRSK,2021-08-15T16:24:16.490361300Z,$191.24,$120.23,$207.28,$185.46,127.78%,$41.58
VRSN,2021-08-15T16:24:16.490361300Z,$209.44,$151.17,$233.53,$223.52,106.46%,$12.71
TRV,2021-08-15T16:24:16.490361300Z,$156.31,$79.15,$160.77,$151.58,118.09%,$23.94
COO,2021-08-15T16:24:16.490361300Z,$436.99,$243.38,$436.99,$409.61,135.20%,$113.78
VRTX,2021-08-15T16:24:16.490361300Z,$194.36,$187.49,$303.10,$199.24,88.57%,$-25.09
TT,2021-08-15T16:24:16.490361300Z,$191.18,$69.81,$206.56,$194.30,188.17%,$89.58
UHS,2021-08-15T16:24:16.490361300Z,$149.39,$67.50,$160.62,$152.75,105.43%,$7.69
TFX,2021-08-15T16:24:16.490361300Z,$366.08,$224.28,$443.46,$394.65,97.26%,$-10.30
V,2021-08-15T16:24:16.490361300Z,$232.65,$134.52,$250.59,$241.50,123.01%,$43.53
UPS,2021-08-15T16:24:16.490361300Z,$193.98,$83.29,$216.46,$203.41,173.53%,$82.20
USB,2021-08-15T16:24:16.490361300Z,$58.22,$27.26,$61.76,$56.56,104.35%,$2.43
UNM,2021-08-15T16:24:16.490361300Z,$27.05,$9.53,$31.55,$27.15,100.39%,$0.11
TFC,2021-08-15T16:24:16.490361300Z,$57.38,$24.22,$61.63,$54.80,108.29%,$4.39
UNP,2021-08-15T16:24:16.490361300Z,$227.80,$111.26,$228.38,$220.33,128.86%,$51.01
WAT,2021-08-15T16:24:16.490361300Z,$405.27,$162.36,$405.27,$377.68,172.41%,$170.21
VIAC,2021-08-15T16:24:16.490361300Z,$39.16,$10.91,$99.77,$41.40,97.68%,$-0.93
WRK,2021-08-15T16:24:16.490361300Z,$51.22,$21.37,$61.29,$50.13,123.19%,$9.64
VFC,2021-08-15T16:24:16.490361300Z,$80.81,$44.55,$96.43,$81.20,83.80%,$-15.62
VLO,2021-08-15T16:24:16.490361300Z,$66.25,$29.72,$87.25,$67.07,77.33%,$-19.42
WAB,2021-08-15T16:24:16.490361300Z,$88.91,$40.34,$89.37,$83.26,111.10%,$8.89
ZBRA,2021-08-15T16:24:16.490361300Z,$571.07,$161.51,$571.07,$543.99,220.37%,$311.93
VZ,2021-08-15T16:24:16.490361300Z,$55.87,$46.80,$59.77,$55.82,98.67%,$-0.75
UNH,2021-08-15T16:24:16.490361300Z,$409.67,$191.15,$421.90,$412.99,143.39%,$123.97
VTR,2021-08-15T16:24:16.490361300Z,$57.09,$15.72,$60.40,$58.72,109.26%,$4.84
WM,2021-08-15T16:24:16.490361300Z,$150.61,$85.85,$150.61,$145.44,135.57%,$39.52
WRB,2021-08-15T16:24:16.490361300Z,$74.56,$42.67,$80.75,$74.64,110.07%,$6.82
TSN,2021-08-15T16:24:16.490361300Z,$81.91,$42.77,$89.95,$72.95,94.59%,$-4.68
VMC,2021-08-15T16:24:16.490361300Z,$189.79,$75.65,$193.41,$177.85,135.03%,$49.23
WMT,2021-08-15T16:24:16.490361300Z,$149.53,$101.15,$150.45,$142.09,129.33%,$33.91
WST,2021-08-15T16:24:16.490361300Z,$434.28,$128.49,$434.28,$389.27,287.55%,$283.25
WBA,2021-08-15T16:24:16.490361300Z,$49.29,$32.53,$56.32,$47.22,88.70%,$-6.28
ZTS,2021-08-15T16:24:16.490361300Z,$201.48,$91.87,$204.79,$199.16,151.71%,$68.68
WEC,2021-08-15T16:24:16.490361300Z,$96.21,$67.94,$101.93,$93.13,111.42%,$9.86
WFC,2021-08-15T16:24:16.490361300Z,$50.37,$20.84,$51.17,$45.53,98.43%,$-0.80
XYL,2021-08-15T16:24:16.490361300Z,$131.53,$55.78,$131.53,$123.47,167.78%,$53.13
VNO,2021-08-15T16:24:16.490361300Z,$42.69,$27.20,$62.32,$43.98,71.76%,$-16.80
ZBH,2021-08-15T16:24:16.490361300Z,$146.09,$79.75,$178.35,$156.34,98.99%,$-1.49
XLNX,2021-08-15T16:24:16.490361300Z,$146.63,$68.23,$152.11,$140.03,146.46%,$46.51
WELL,2021-08-15T16:24:16.490361300Z,$85.11,$31.24,$89.04,$85.79,114.05%,$10.48
WU,2021-08-15T16:24:16.490361300Z,$22.49,$16.76,$26.68,$23.02,91.09%,$-2.20
WY,2021-08-15T16:24:16.490361300Z,$34.82,$13.26,$40.61,$34.49,121.79%,$6.23
XRX,2021-08-15T16:24:16.490361300Z,$23.90,$13.98,$35.45,$23.73,69.75%,$-10.36
WDC,2021-08-15T16:24:16.490361300Z,$63.15,$28.81,$77.17,$66.42,97.50%,$-1.62
XEL,2021-08-15T16:24:16.490361300Z,$69.04,$48.35,$73.18,$68.27,115.19%,$9.11
WLTW,2021-08-15T16:24:16.490361300Z,$219.24,$144.63,$269.33,$219.79,109.50%,$19.02
WYNN,2021-08-15T16:24:16.490361300Z,$95.52,$43.02,$150.94,$105.14,67.08%,$-46.89
ZION,2021-08-15T16:24:16.490361300Z,$55.41,$23.08,$60.27,$52.24,111.03%,$5.51
WMB,2021-08-15T16:24:16.490361300Z,$24.83,$8.46,$27.82,$25.51,118.49%,$3.88
YUM,2021-08-15T16:24:16.490361300Z,$134.96,$55.21,$134.96,$123.18,135.84%,$35.61
WHR,2021-08-15T16:24:16.490361300Z,$232.50,$61.88,$251.47,$220.96,163.98%,$90.71
ALGN,2021-08-15T16:24:46.492749200Z,$691.19,$137.72,$708.01,$646.04,243.65%,$407.51
AKAM,2021-08-15T16:24:46.492749200Z,$116.29,$80.05,$120.44,$117.09,132.69%,$28.65
ANET,2021-08-15T16:24:46.492749200Z,$364.07,$157.04,$382.12,$372.77,177.84%,$159.35
ATVI,2021-08-15T16:24:46.492749200Z,$83.85,$51.46,$103.31,$88.09,144.60%,$25.86
ABBV,2021-08-15T16:24:46.492749200Z,$116.48,$59.82,$118.87,$116.04,142.13%,$34.53
ALXN,2021-08-15T16:24:46.492749200Z,$182.50,$75.56,$186.61,$182.49,169.23%,$74.66
GOOGL,2021-08-15T16:24:46.492749200Z,$2754.55,$1054.13,$2754.55,$2616.73,201.26%,$1385.87
ABMD,2021-08-15T16:24:46.492749200Z,$321.65,$130.51,$355.13,$324.80,190.54%,$152.84
AMD,2021-08-15T16:24:46.492749200Z,$110.55,$38.71,$118.77,$97.59,225.15%,$61.45
ALLE,2021-08-15T16:24:46.492749200Z,$138.01,$77.43,$142.18,$137.64,112.04%,$14.83
ALB,2021-08-15T16:24:46.492749200Z,$235.22,$50.09,$239.03,$195.99,331.01%,$164.16
AZO,2021-08-15T16:24:46.492749200Z,$1612.61,$723.22,$1660.11,$1595.36,135.54%,$422.87
AMZN,2021-08-15T16:24:46.492749200Z,$3293.97,$1676.61,$3731.41,$3531.94,173.55%,$1395.96
BKNG,2021-08-15T16:24:46.492749200Z,$2203.42,$1152.24,$2505.10,$2184.35,106.21%,$128.84
A,2021-08-15T16:24:46.492749200Z,$159.23,$62.68,$159.23,$151.34,187.29%,$74.21
BSX,2021-08-15T16:24:46.492749200Z,$44.33,$25.83,$45.71,$43.76,97.79%,$-1.00
ANSS,2021-08-15T16:24:46.492749200Z,$362.59,$204.46,$403.60,$358.80,139.68%,$103.00
GOOG,2021-08-15T16:24:46.492749200Z,$2768.12,$1056.62,$2792.89,$2675.73,202.44%,$1400.75
CNC,2021-08-15T16:24:46.492749200Z,$63.07,$45.55,$74.70,$70.83,101.92%,$1.19
BIIB,2021-08-15T16:24:46.492749200Z,$342.25,$236.26,$414.71,$338.86,116.32%,$48.01
LNT,2021-08-15T16:24:46.492749200Z,$61.07,$38.27,$61.07,$58.13,119.75%,$10.07
AAP,2021-08-15T16:24:46.492749200Z,$206.43,$74.05,$215.40,$209.87,131.57%,$49.54
AMT,2021-08-15T16:24:46.492749200Z,$282.92,$174.02,$286.88,$280.34,127.42%,$60.89
AMP,2021-08-15T16:24:46.492749200Z,$272.17,$80.05,$272.17,$252.48,167.42%,$109.60
ADBE,2021-08-15T16:24:46.492749200Z,$637.31,$285.00,$637.31,$613.45,190.57%,$302.88
ADS,2021-08-15T16:24:46.492749200Z,$92.04,$22.18,$124.44,$98.08,83.94%,$-17.62
AIV,2021-08-15T16:24:46.492749200Z,$6.81,$-5.34,$7.18,$6.43,-150.59%,$11.33
APTV,2021-08-15T16:24:46.492749200Z,$164.93,$33.55,$169.76,$159.65,171.68%,$68.86
AIZ,2021-08-15T16:24:46.492749200Z,$165.00,$78.37,$165.00,$156.97,128.48%,$36.58
ADSK,2021-08-15T16:24:46.492749200Z,$332.78,$136.00,$332.78,$308.84,177.17%,$144.95
MMM,2021-08-15T16:24:46.492749200Z,$200.58,$112.90,$206.05,$199.55,117.39%,$29.72
KMX,2021-08-15T16:24:46.492749200Z,$128.09,$44.27,$139.70,$133.66,143.10%,$38.58
CBRE,2021-08-15T16:24:46.492749200Z,$95.38,$29.83,$98.13,$89.30,155.14%,$33.90
AJG,2021-08-15T16:24:46.492749200Z,$140.30,$66.90,$150.67,$139.93,150.49%,$47.07
CDNS,2021-08-15T16:24:46.492749200Z,$152.67,$54.32,$152.67,$143.14,213.70%,$81.23
ABC,2021-08-15T16:24:46.492749200Z,$119.57,$72.39,$125.55,$118.12,144.17%,$36.63
AIG,2021-08-15T16:24:46.492749200Z,$54.61,$18.00,$54.61,$48.18,111.44%,$5.61
CARR,2021-08-15T16:24:46.492749200Z,$56.15,$11.37,$57.18,$51.79,474.76%,$44.32
APD,2021-08-15T16:24:46.492749200Z,$279.74,$171.13,$307.86,$287.18,124.99%,$55.93
AOS,2021-08-15T16:24:46.492749200Z,$71.96,$33.80,$72.25,$70.64,155.71%,$25.75
AMAT,2021-08-15T16:24:46.492749200Z,$129.90,$37.47,$142.80,$136.81,212.43%,$68.75
AVB,2021-08-15T16:24:46.492749200Z,$224.55,$114.34,$229.92,$223.36,114.74%,$28.85
BAX,2021-08-15T16:24:46.492749200Z,$74.56,$70.48,$92.71,$79.10,88.39%,$-9.79
AMGN,2021-08-15T16:24:46.492749200Z,$229.68,$176.04,$257.33,$241.44,99.73%,$-0.62
ACN,2021-08-15T16:24:46.492749200Z,$323.45,$140.65,$323.45,$313.79,157.85%,$118.54
AFL,2021-08-15T16:24:46.492749200Z,$57.26,$24.40,$57.48,$54.25,111.75%,$6.02
CHTR,2021-08-15T16:24:46.492749200Z,$771.71,$371.70,$776.65,$735.55,157.35%,$281.28
AVGO,2021-08-15T16:24:46.492749200Z,$486.16,$158.05,$487.80,$478.89,160.16%,$182.62
CDW,2021-08-15T16:24:46.492749200Z,$198.32,$78.38,$198.32,$181.53,140.30%,$56.97
BXP,2021-08-15T16:24:46.492749200Z,$117.91,$69.15,$138.61,$116.17,92.55%,$-9.49
ARE,2021-08-15T16:24:46.492749200Z,$205.50,$110.51,$209.07,$195.74,133.79%,$51.91
BLL,2021-08-15T16:24:46.492749200Z,$88.68,$51.47,$97.41,$83.41,140.39%,$25.51
CE,2021-08-15T16:24:46.492749200Z,$162.38,$57.14,$168.26,$153.62,139.14%,$45.68
CERN,2021-08-15T16:24:46.492749200Z,$79.63,$53.79,$82.82,$79.19,109.99%,$7.23
BR,2021-08-15T16:24:46.492749200Z,$174.36,$82.58,$174.99,$170.03,144.53%,$53.72
APH,2021-08-15T16:24:46.492749200Z,$73.99,$33.62,$73.99,$70.87,138.12%,$20.42
FANG,2021-08-15T16:24:46.492749200Z,$75.64,$14.95,$99.60,$82.07,85.49%,$-12.84
BKR,2021-08-15T16:24:46.492749200Z,$21.66,$8.81,$26.05,$21.27,90.34%,$-2.32
CTAS,2021-08-15T16:24:46.492749200Z,$389.41,$154.75,$395.34,$387.82,145.95%,$122.60
AES,2021-08-15T16:24:46.492749200Z,$24.79,$9.14,$28.58,$24.63,130.38%,$5.78
CCI,2021-08-15T16:24:46.492749200Z,$194.78,$112.59,$203.28,$196.97,143.96%,$59.48
DLTR,2021-08-15T16:24:46.492749200Z,$101.77,$65.57,$119.26,$99.34,108.52%,$7.99
AWK,2021-08-15T16:24:46.492749200Z,$178.92,$94.91,$179.06,$167.17,152.80%,$61.83
DAL,2021-08-15T16:24:46.492749200Z,$39.90,$19.19,$61.60,$41.05,68.05%,$-18.73
CTXS,2021-08-15T16:24:46.492749200Z,$102.11,$99.00,$165.88,$110.79,92.99%,$-7.70
AAPL,2021-08-15T16:24:46.492749200Z,$149.10,$55.57,$149.15,$145.59,200.92%,$74.89
AMCR,2021-08-15T16:24:46.492749200Z,$12.15,$5.65,$12.37,$11.57,121.84%,$2.18
ABT,2021-08-15T16:24:46.492749200Z,$123.06,$61.40,$127.28,$119.65,145.42%,$38.44
ALK,2021-08-15T16:24:46.492749200Z,$57.62,$23.56,$73.74,$58.05,85.00%,$-10.17
CMG,2021-08-15T16:24:46.492749200Z,$1887.81,$465.21,$1899.98,$1723.14,219.98%,$1029.62
CPB,2021-08-15T16:24:46.492749200Z,$43.18,$39.58,$51.90,$44.25,93.84%,$-2.84
BBY,2021-08-15T16:24:46.492749200Z,$113.78,$49.20,$125.01,$112.65,135.49%,$29.80
DVA,2021-08-15T16:24:46.492749200Z,$130.28,$64.99,$133.78,$123.42,173.13%,$55.03
CBOE,2021-08-15T16:24:46.492749200Z,$127.00,$74.29,$127.00,$118.87,108.81%,$10.28
COG,2021-08-15T16:24:46.492749200Z,$15.82,$13.05,$21.72,$16.38,95.69%,$-0.71
AAL,2021-08-15T16:24:46.492749200Z,$19.84,$9.04,$30.47,$20.71,68.45%,$-9.14
AON,2021-08-15T16:24:46.492749200Z,$277.24,$143.53,$277.24,$246.34,134.85%,$71.66
ATO,2021-08-15T16:24:46.492749200Z,$101.47,$78.05,$116.33,$99.35,95.28%,$-5.03
APA,2021-08-15T16:24:46.492749200Z,$17.88,$3.97,$32.94,$19.09,71.89%,$-6.99
AEE,2021-08-15T16:24:46.492749200Z,$88.84,$59.37,$88.84,$84.00,121.50%,$15.72
BMY,2021-08-15T16:24:46.492749200Z,$67.51,$44.30,$69.31,$67.50,111.65%,$7.04
ALL,2021-08-15T16:24:46.492749200Z,$135.06,$71.08,$138.44,$131.26,123.94%,$26.09
ANTM,2021-08-15T16:24:46.492749200Z,$367.49,$171.93,$400.74,$385.19,124.56%,$72.46
CTVA,2021-08-15T16:24:46.492749200Z,$45.99,$20.27,$49.49,$43.14,164.52%,$18.04
BWA,2021-08-15T16:24:46.492749200Z,$45.61,$19.32,$54.45,$47.28,106.55%,$2.80
AME,2021-08-15T16:24:46.492749200Z,$137.24,$57.72,$139.05,$136.15,137.63%,$37.52
CTSH,2021-08-15T16:24:46.492749200Z,$77.63,$40.91,$81.92,$70.54,127.91%,$16.94
ADI,2021-08-15T16:24:46.492749200Z,$170.08,$80.32,$172.58,$166.55,145.37%,$53.08
ADM,2021-08-15T16:24:46.492749200Z,$62.40,$28.22,$68.77,$59.46,141.66%,$18.35
ADP,2021-08-15T16:24:46.492749200Z,$215.17,$106.09,$216.72,$206.88,130.68%,$50.52
DXCM,2021-08-15T16:24:46.492749200Z,$491.41,$191.16,$523.93,$467.26,224.00%,$272.03
BAC,2021-08-15T16:24:46.492749200Z,$41.63,$17.56,$43.27,$39.24,121.04%,$7.24
CHD,2021-08-15T16:24:46.492749200Z,$85.10,$59.43,$97.31,$85.72,123.69%,$16.30
BLK,2021-08-15T16:24:46.492749200Z,$916.86,$318.29,$917.09,$884.93,186.71%,$425.79
CME,2021-08-15T16:24:46.492749200Z,$207.03,$134.54,$218.85,$210.11,106.80%,$13.18
CAT,2021-08-15T16:24:46.492749200Z,$218.57,$88.44,$243.48,$211.11,151.86%,$74.64
DISCK,2021-08-15T16:24:46.492749200Z,$26.99,$16.46,$66.00,$27.43,89.40%,$-3.20
COF,2021-08-15T16:24:46.492749200Z,$177.73,$41.47,$177.73,$161.05,175.52%,$76.47
AXP,2021-08-15T16:24:46.492749200Z,$166.08,$67.37,$173.60,$170.26,135.08%,$43.13
COTY,2021-08-15T16:24:46.492749200Z,$8.25,$2.65,$12.05,$8.66,75.48%,$-2.68
DISCA,2021-08-15T16:24:46.492749200Z,$28.42,$18.36,$77.27,$29.10,88.21%,$-3.80
CAH,2021-08-15T16:24:46.492749200Z,$51.70,$38.79,$61.49,$56.72,109.09%,$4.31
C,2021-08-15T16:24:46.492749200Z,$73.11,$33.47,$79.27,$68.50,95.80%,$-3.20
CMCSA,2021-08-15T16:24:46.492749200Z,$59.32,$31.64,$59.32,$58.07,135.49%,$15.54
GLW,2021-08-15T16:24:46.492749200Z,$40.31,$17.16,$46.00,$40.80,140.29%,$11.58
DE,2021-08-15T16:24:46.492749200Z,$384.00,$108.72,$393.21,$356.53,221.97%,$211.00
CFG,2021-08-15T16:24:46.492749200Z,$44.77,$14.21,$50.28,$43.80,119.68%,$7.36
MO,2021-08-15T16:24:46.492749200Z,$48.60,$27.73,$51.59,$47.48,111.66%,$5.07
CPRT,2021-08-15T16:24:46.492749200Z,$141.50,$58.78,$148.33,$142.63,151.37%,$48.02
AVY,2021-08-15T16:24:46.492749200Z,$215.53,$77.12,$222.56,$208.84,171.03%,$89.51
CHRW,2021-08-15T16:24:46.492749200Z,$91.90,$58.47,$104.44,$91.83,122.26%,$16.73
CL,2021-08-15T16:24:46.492749200Z,$79.44,$57.89,$84.84,$81.48,121.38%,$13.99
CSCO,2021-08-15T16:24:46.492749200Z,$56.47,$31.62,$56.47,$54.54,122.44%,$10.35
DISH,2021-08-15T16:24:46.492749200Z,$42.74,$18.15,$46.53,$41.64,119.59%,$7.00
DFS,2021-08-15T16:24:46.492749200Z,$135.38,$24.41,$135.38,$124.30,165.16%,$53.41
DPZ,2021-08-15T16:24:46.492749200Z,$517.02,$267.22,$540.47,$503.19,178.54%,$227.44
CAG,2021-08-15T16:24:46.492749200Z,$34.05,$23.10,$38.56,$34.21,106.51%,$2.08
DHR,2021-08-15T16:24:46.492749200Z,$315.26,$120.68,$315.26,$289.47,204.45%,$161.06
AEP,2021-08-15T16:24:46.492749200Z,$89.69,$66.50,$99.12,$86.56,101.71%,$1.51
BDX,2021-08-15T16:24:46.492749200Z,$246.79,$197.21,$280.25,$248.28,92.41%,$-20.28
STZ,2021-08-15T16:24:46.492749200Z,$213.64,$103.23,$242.18,$223.47,116.55%,$30.33
DLR,2021-08-15T16:24:46.492749200Z,$159.10,$103.61,$162.77,$154.95,141.52%,$46.68
CNP,2021-08-15T16:24:46.492749200Z,$26.90,$11.67,$26.90,$25.50,104.62%,$1.19
T,2021-08-15T16:24:46.492749200Z,$28.19,$24.09,$35.13,$28.18,81.69%,$-6.32
BA,2021-08-15T16:24:46.492749200Z,$234.46,$95.01,$345.40,$228.78,70.76%,$-96.89
DHI,2021-08-15T16:24:46.492749200Z,$97.78,$28.33,$104.23,$91.92,189.48%,$46.18
CF,2021-08-15T16:24:46.492749200Z,$48.38,$20.24,$55.56,$48.31,109.69%,$4.27
DOW,2021-08-15T16:24:46.492749200Z,$63.69,$20.58,$70.61,$61.78,128.75%,$14.22
KO,2021-08-15T16:24:46.492749200Z,$57.23,$36.06,$57.26,$56.02,109.35%,$4.89
CCL,2021-08-15T16:24:46.492749200Z,$22.86,$7.97,$51.30,$22.88,45.07%,$-27.86
CMA,2021-08-15T16:24:46.492749200Z,$74.95,$24.35,$78.92,$69.22,113.78%,$9.08
FFIV,2021-08-15T16:24:46.492749200Z,$204.37,$90.55,$215.35,$196.55,145.19%,$63.61
XRAY,2021-08-15T16:24:46.492749200Z,$58.69,$31.49,$69.00,$62.65,104.42%,$2.49
ED,2021-08-15T16:24:46.492749200Z,$77.74,$62.10,$89.87,$74.19,92.82%,$-6.01
CVS,2021-08-15T16:24:46.492749200Z,$84.36,$50.06,$89.27,$82.05,119.65%,$13.85
CMS,2021-08-15T16:24:46.492749200Z,$63.46,$46.53,$66.05,$61.30,107.86%,$4.63
COST,2021-08-15T16:24:46.492749200Z,$447.82,$269.36,$447.82,$419.45,159.95%,$167.84
CI,2021-08-15T16:24:46.492749200Z,$210.61,$129.00,$265.85,$228.42,103.64%,$7.39
FB,2021-08-15T16:24:46.492749200Z,$363.18,$146.01,$373.28,$355.18,173.12%,$153.40
FOXA,2021-08-15T16:24:46.492749200Z,$37.00,$19.92,$44.18,$36.22,101.92%,$0.70
SCHW,2021-08-15T16:24:46.492749200Z,$74.01,$27.79,$75.83,$69.97,157.56%,$27.04
COP,2021-08-15T16:24:46.492749200Z,$55.97,$21.42,$62.40,$57.06,91.14%,$-5.44
CB,2021-08-15T16:24:46.492749200Z,$182.73,$91.69,$182.73,$167.74,121.24%,$32.01
EW,2021-08-15T16:24:46.492749200Z,$113.15,$52.41,$115.21,$109.10,146.00%,$35.65
FISV,2021-08-15T16:24:46.492749200Z,$111.62,$77.00,$126.55,$110.39,96.62%,$-3.90
CMI,2021-08-15T16:24:46.492749200Z,$237.72,$99.63,$274.55,$236.80,137.82%,$65.23
DG,2021-08-15T16:24:46.492749200Z,$236.76,$134.54,$238.22,$227.11,153.32%,$82.34
CINF,2021-08-15T16:24:46.492749200Z,$121.39,$46.82,$123.58,$117.64,119.68%,$19.96
FLT,2021-08-15T16:24:46.492749200Z,$262.49,$171.72,$328.85,$256.20,91.22%,$-25.25
FTNT,2021-08-15T16:24:46.492749200Z,$309.33,$75.70,$309.33,$271.15,282.03%,$199.65
DRE,2021-08-15T16:24:46.492749200Z,$50.99,$25.34,$51.30,$50.13,154.07%,$17.90
CSX,2021-08-15T16:24:46.492749200Z,$33.87,$15.64,$34.29,$32.20,141.50%,$9.93
EA,2021-08-15T16:24:46.492749200Z,$138.68,$86.61,$148.61,$141.40,129.68%,$31.74
DRI,2021-08-15T16:24:46.492749200Z,$141.99,$33.50,$150.23,$145.13,129.98%,$32.75
EBAY,2021-08-15T16:24:46.492749200Z,$74.02,$25.92,$74.02,$69.50,208.13%,$38.46
FE,2021-08-15T16:24:46.492749200Z,$38.64,$25.52,$48.77,$37.58,87.78%,$-5.38
FCX,2021-08-15T16:24:46.492749200Z,$38.10,$5.29,$44.71,$36.03,290.96%,$25.01
IT,2021-08-15T16:24:46.492749200Z,$304.87,$83.24,$304.87,$266.52,195.38%,$148.83
EXR,2021-08-15T16:24:46.492749200Z,$175.68,$71.69,$176.55,$171.85,176.23%,$75.99
