ticker,time,current_price,min,max,n_window_sma,percentage_change,abs_change
ALGN,2021-08-15T16:17:16.404170200Z,$691.19,$137.72,$708.01,$651.85,243.65%,$407.51
AMZN,2021-08-15T16:17:16.404170200Z,$3293.97,$1676.61,$3731.41,$3527.62,173.55%,$1395.96
GOOGL,2021-08-15T16:17:16.404170200Z,$2754.55,$1054.13,$2754.55,$2626.56,201.26%,$1385.87
GOOG,2021-08-15T16:17:16.404170200Z,$2768.12,$1056.62,$2792.89,$2683.74,202.44%,$1400.75
AMD,2021-08-15T16:17:16.404170200Z,$110.55,$38.71,$118.77,$98.03,225.15%,$61.45
ALXN,2021-08-15T16:17:16.404170200Z,$182.50,$75.56,$186.61,$182.49,169.23%,$74.66
ALLE,2021-08-15T16:17:16.404170200Z,$138.01,$77.43,$142.18,$137.42,112.04%,$14.83
ATVI,2021-08-15T16:17:16.404170200Z,$83.85,$51.46,$103.31,$87.80,144.60%,$25.86
AMCR,2021-08-15T16:17:16.404170200Z,$12.15,$5.65,$12.37,$11.59,121.84%,$2.18
A,2021-08-15T16:17:16.404170200Z,$159.23,$62.68,$159.23,$151.88,187.29%,$74.21
AAP,2021-08-15T16:17:16.404170200Z,$206.43,$74.19,$215.40,$210.14,131.34%,$49.26
ALB,2021-08-15T16:17:16.404170200Z,$235.22,$50.09,$239.03,$198.14,331.01%,$164.16
ALL,2021-08-15T16:17:16.404170200Z,$135.06,$71.08,$138.44,$131.32,123.94%,$26.09
AKAM,2021-08-15T16:17:16.404170200Z,$116.29,$80.05,$120.44,$117.17,132.69%,$28.65
ACN,2021-08-15T16:17:16.404170200Z,$323.45,$140.65,$323.45,$315.28,157.85%,$118.54
APD,2021-08-15T16:17:16.404170200Z,$279.74,$171.13,$307.86,$286.85,124.99%,$55.93
ARE,2021-08-15T16:17:16.404170200Z,$205.50,$110.51,$209.07,$197.19,133.79%,$51.91
AAL,2021-08-15T16:17:16.404170200Z,$19.84,$9.04,$30.47,$20.67,68.45%,$-9.14
AOS,2021-08-15T16:17:16.404170200Z,$71.96,$33.80,$72.25,$70.56,155.71%,$25.75
ALK,2021-08-15T16:17:16.404170200Z,$57.62,$23.56,$73.74,$57.84,85.00%,$-10.17
ANSS,2021-08-15T16:17:16.404170200Z,$362.59,$204.46,$403.60,$360.02,139.68%,$103.00
AMGN,2021-08-15T16:17:16.404170200Z,$229.68,$176.04,$257.33,$240.69,99.73%,$-0.62
AMT,2021-08-15T16:17:16.404170200Z,$282.92,$174.02,$286.88,$281.11,127.42%,$60.89
AEE,2021-08-15T16:17:16.404170200Z,$88.84,$59.37,$88.84,$84.40,121.50%,$15.72
ADS,2021-08-15T16:17:16.404170200Z,$92.04,$22.18,$124.44,$97.62,83.94%,$-17.62
AFL,2021-08-15T16:17:16.404170200Z,$57.26,$24.40,$57.48,$54.40,111.75%,$6.02
AMP,2021-08-15T16:17:16.404170200Z,$272.17,$80.05,$272.80,$253.56,167.42%,$109.60
ABT,2021-08-15T16:17:16.404170200Z,$123.06,$61.40,$127.28,$120.03,145.42%,$38.44
LNT,2021-08-15T16:17:16.404170200Z,$61.07,$38.27,$61.07,$58.41,119.75%,$10.07
AWK,2021-08-15T16:17:16.404170200Z,$178.92,$94.91,$179.06,$168.52,152.81%,$61.83
MO,2021-08-15T16:17:16.404170200Z,$48.60,$27.73,$51.59,$47.49,111.66%,$5.07
ABC,2021-08-15T16:17:16.404170200Z,$119.57,$72.12,$125.09,$118.10,144.70%,$36.94
ADBE,2021-08-15T16:17:16.404170200Z,$637.31,$285.00,$637.31,$616.21,190.57%,$302.88
ABMD,2021-08-15T16:17:16.404170200Z,$321.65,$130.51,$355.13,$325.65,190.54%,$152.84
APH,2021-08-15T16:17:16.404170200Z,$73.99,$33.77,$73.99,$71.18,137.50%,$20.18
ABBV,2021-08-15T16:17:16.404170200Z,$116.48,$59.82,$118.87,$116.13,142.13%,$34.53
ADI,2021-08-15T16:17:16.404170200Z,$170.08,$80.32,$172.58,$166.53,145.37%,$53.08
AXP,2021-08-15T16:17:16.404170200Z,$166.08,$67.37,$173.60,$170.31,135.08%,$43.13
AIG,2021-08-15T16:17:16.404170200Z,$54.61,$18.00,$54.61,$48.36,111.44%,$5.61
ANTM,2021-08-15T16:17:16.404170200Z,$367.49,$171.93,$400.74,$384.65,124.56%,$72.46
AEP,2021-08-15T16:17:16.404170200Z,$89.69,$66.50,$99.12,$86.71,101.71%,$1.51
AJG,2021-08-15T16:17:16.404170200Z,$140.30,$66.90,$150.67,$139.93,150.49%,$47.07
AME,2021-08-15T16:17:16.404170200Z,$137.24,$57.72,$139.05,$136.42,137.63%,$37.52
AIZ,2021-08-15T16:17:16.404170200Z,$165.00,$78.37,$165.94,$157.31,128.48%,$36.58
APTV,2021-08-15T16:17:16.404170200Z,$164.93,$33.55,$169.76,$159.91,171.68%,$68.86
APA,2021-08-15T16:17:16.404170200Z,$17.88,$3.97,$32.94,$18.88,71.89%,$-6.99
T,2021-08-15T16:17:16.404170200Z,$28.19,$24.09,$35.13,$28.16,81.69%,$-6.32
AVB,2021-08-15T16:17:16.404170200Z,$224.55,$114.34,$229.92,$224.43,114.74%,$28.85
AIV,2021-08-15T16:17:16.404170200Z,$6.81,$2.45,$7.69,$6.88,139.84%,$1.94
ADM,2021-08-15T16:17:16.404170200Z,$62.40,$28.22,$68.77,$59.45,141.66%,$18.35
AAPL,2021-08-15T16:17:16.404170200Z,$149.10,$55.48,$149.10,$145.80,201.22%,$75.00
AES,2021-08-15T16:17:16.404170200Z,$24.79,$9.14,$28.58,$24.52,130.37%,$5.78
MMM,2021-08-15T16:17:16.404170200Z,$200.58,$112.90,$206.05,$199.59,117.39%,$29.72
CHTR,2021-08-15T16:17:16.404170200Z,$771.71,$371.70,$776.65,$738.25,157.35%,$281.28
CERN,2021-08-15T16:17:16.404170200Z,$79.63,$53.79,$82.82,$79.29,109.99%,$7.23
CBRE,2021-08-15T16:17:16.404170200Z,$95.38,$29.83,$98.13,$89.91,155.14%,$33.90
CE,2021-08-15T16:17:16.404170200Z,$162.38,$57.14,$168.26,$154.07,139.14%,$45.68
CNP,2021-08-15T16:17:16.404170200Z,$26.90,$11.67,$26.90,$25.60,104.62%,$1.19
CARR,2021-08-15T16:17:16.404170200Z,$56.15,$11.37,$57.18,$51.79,474.76%,$44.32
ANET,2021-08-15T16:17:16.404170200Z,$364.07,$157.04,$382.12,$372.77,177.84%,$159.35
CNC,2021-08-15T16:17:16.404170200Z,$63.07,$45.55,$74.70,$70.83,101.92%,$1.19
CDNS,2021-08-15T16:17:16.404170200Z,$152.67,$54.32,$152.67,$143.14,213.70%,$81.23
ATO,2021-08-15T16:17:16.404170200Z,$101.47,$78.05,$116.33,$99.35,95.28%,$-5.03
BKNG,2021-08-15T16:17:16.404170200Z,$2203.42,$1152.24,$2505.10,$2184.35,106.21%,$128.84
CMG,2021-08-15T16:17:16.404170200Z,$1887.81,$465.21,$1899.98,$1723.14,219.98%,$1029.62
CBOE,2021-08-15T16:17:16.404170200Z,$127.00,$74.29,$127.00,$118.87,108.81%,$10.28
KMX,2021-08-15T16:17:16.404170200Z,$128.09,$44.27,$139.70,$133.66,143.10%,$38.58
DVA,2021-08-15T16:17:16.404170200Z,$130.28,$64.99,$133.78,$123.42,173.13%,$55.03
DAL,2021-08-15T16:17:16.404170200Z,$39.90,$19.19,$61.60,$41.05,68.05%,$-18.73
DISCA,2021-08-15T16:17:16.404170200Z,$28.42,$18.36,$77.27,$29.10,88.21%,$-3.80
DISCK,2021-08-15T16:17:16.404170200Z,$26.99,$16.46,$66.00,$27.43,89.40%,$-3.20
CTXS,2021-08-15T16:17:16.404170200Z,$102.11,$99.00,$165.88,$110.79,92.99%,$-7.70
DXCM,2021-08-15T16:17:16.404170200Z,$491.41,$191.16,$523.93,$467.26,224.00%,$272.03
AZO,2021-08-15T16:17:16.404170200Z,$1612.61,$723.22,$1660.11,$1595.36,135.54%,$422.87
BSX,2021-08-15T16:17:16.404170200Z,$44.33,$25.83,$45.71,$43.76,97.79%,$-1.00
CME,2021-08-15T16:17:16.404170200Z,$207.03,$134.54,$218.85,$210.11,106.80%,$13.18
BLL,2021-08-15T16:17:16.404170200Z,$88.68,$51.47,$97.41,$83.41,140.39%,$25.51
AMAT,2021-08-15T16:17:16.404170200Z,$129.90,$37.47,$142.80,$136.81,212.43%,$68.75
DXC,2021-08-15T16:17:16.404170200Z,$41.23,$9.13,$43.42,$39.98,114.38%,$5.18
ADSK,2021-08-15T16:17:16.404170200Z,$332.78,$136.00,$332.78,$308.84,177.17%,$144.95
BIIB,2021-08-15T16:17:16.404170200Z,$342.25,$236.26,$414.71,$338.86,116.32%,$48.01
CHRW,2021-08-15T16:17:16.404170200Z,$91.90,$58.47,$104.44,$91.83,122.26%,$16.73
CAH,2021-08-15T16:17:16.404170200Z,$51.70,$38.79,$61.49,$56.72,109.09%,$4.31
BAX,2021-08-15T16:17:16.404170200Z,$74.56,$70.48,$92.71,$79.10,88.39%,$-9.79
DG,2021-08-15T16:17:16.404170200Z,$236.76,$134.54,$238.22,$227.11,153.32%,$82.34
FANG,2021-08-15T16:17:16.404170200Z,$75.64,$14.95,$99.60,$82.07,85.49%,$-12.84
CTVA,2021-08-15T16:17:16.404170200Z,$45.99,$20.27,$49.49,$43.14,164.52%,$18.04
CPRT,2021-08-15T16:17:16.404170200Z,$141.50,$58.78,$148.33,$142.63,151.37%,$48.02
CSCO,2021-08-15T16:17:16.404170200Z,$56.47,$31.62,$56.47,$54.54,122.44%,$10.35
C,2021-08-15T16:17:16.404170200Z,$73.11,$33.47,$79.27,$68.50,95.80%,$-3.20
CPB,2021-08-15T16:17:16.404170200Z,$43.18,$39.58,$51.90,$44.25,93.84%,$-2.84
BBY,2021-08-15T16:17:16.404170200Z,$113.78,$49.20,$125.01,$112.65,135.49%,$29.80
DISH,2021-08-15T16:17:16.404170200Z,$42.74,$18.15,$46.53,$41.64,119.59%,$7.00
CI,2021-08-15T16:17:16.404170200Z,$210.61,$129.00,$265.85,$228.42,103.64%,$7.39
CCI,2021-08-15T16:17:16.404170200Z,$194.78,$112.59,$203.28,$196.97,143.96%,$59.48
CFG,2021-08-15T16:17:16.404170200Z,$44.77,$14.21,$50.28,$43.80,119.68%,$7.36
CMI,2021-08-15T16:17:16.404170200Z,$237.72,$99.63,$274.55,$236.80,137.82%,$65.23
COF,2021-08-15T16:17:16.404170200Z,$177.73,$41.47,$177.73,$161.05,175.52%,$76.47
DLTR,2021-08-15T16:17:16.404170200Z,$101.77,$65.57,$119.26,$99.34,108.52%,$7.99
BR,2021-08-15T16:17:16.404170200Z,$174.36,$82.58,$174.99,$170.03,144.53%,$53.72
XRAY,2021-08-15T16:17:16.404170200Z,$58.69,$31.49,$69.00,$62.65,104.42%,$2.49
CTSH,2021-08-15T16:17:16.404170200Z,$77.63,$40.91,$81.92,$70.54,127.91%,$16.94
STZ,2021-08-15T16:17:16.404170200Z,$213.64,$103.23,$242.18,$223.47,116.55%,$30.33
COST,2021-08-15T16:17:16.404170200Z,$447.82,$269.36,$447.82,$419.45,159.95%,$167.84
CAT,2021-08-15T16:17:16.404170200Z,$218.57,$88.44,$243.48,$211.11,151.86%,$74.64
CAG,2021-08-15T16:17:16.404170200Z,$34.05,$23.10,$38.56,$34.21,106.51%,$2.08
CF,2021-08-15T16:17:16.404170200Z,$48.38,$20.24,$55.56,$48.31,109.69%,$4.27
DLR,2021-08-15T16:17:16.404170200Z,$159.10,$103.61,$162.77,$154.95,141.52%,$46.68
CDW,2021-08-15T16:17:16.404170200Z,$198.32,$78.38,$198.32,$181.53,140.30%,$56.97
EW,2021-08-15T16:17:16.404170200Z,$113.15,$52.41,$115.21,$109.10,146.00%,$35.65
KO,2021-08-15T16:17:16.404170200Z,$57.23,$36.06,$57.26,$56.02,109.35%,$4.89
BKR,2021-08-15T16:17:16.404170200Z,$21.66,$8.81,$26.05,$21.27,90.34%,$-2.32
COTY,2021-08-15T16:17:16.404170200Z,$8.25,$2.65,$12.05,$8.66,75.48%,$-2.68
ECL,2021-08-15T16:17:16.404170200Z,$221.58,$123.82,$228.48,$215.53,118.11%,$33.97
CINF,2021-08-15T16:17:16.404170200Z,$121.39,$46.82,$123.58,$117.64,119.68%,$19.96
CL,2021-08-15T16:17:16.404170200Z,$79.44,$57.89,$84.84,$81.48,121.38%,$13.99
DHR,2021-08-15T16:17:16.404170200Z,$315.26,$120.68,$315.26,$289.47,204.45%,$161.06
DHI,2021-08-15T16:17:16.404170200Z,$97.78,$28.33,$104.23,$91.92,189.48%,$46.18
EFX,2021-08-15T16:17:16.404170200Z,$260.10,$103.46,$261.32,$252.38,185.20%,$119.66
COP,2021-08-15T16:17:16.404170200Z,$55.97,$21.42,$62.40,$57.06,91.14%,$-5.44
CHD,2021-08-15T16:17:16.404170200Z,$85.10,$59.43,$97.31,$85.72,123.69%,$16.30
COG,2021-08-15T16:17:16.404170200Z,$15.82,$13.05,$21.72,$16.38,95.69%,$-0.71
CVS,2021-08-15T16:17:16.404170200Z,$84.36,$50.06,$89.27,$82.05,119.65%,$13.85
ED,2021-08-15T16:17:16.404170200Z,$77.74,$62.10,$89.87,$74.19,92.82%,$-6.01
CMCSA,2021-08-15T16:17:16.404170200Z,$59.32,$31.64,$59.32,$58.07,135.49%,$15.54
DRI,2021-08-15T16:17:16.404170200Z,$141.99,$33.50,$150.23,$145.13,129.98%,$32.75
CSX,2021-08-15T16:17:16.404170200Z,$33.87,$15.64,$34.29,$32.20,141.50%,$9.93
DUK,2021-08-15T16:17:16.404170200Z,$106.00,$60.28,$106.94,$102.87,126.09%,$21.93
DVN,2021-08-15T16:17:16.404170200Z,$28.01,$5.07,$31.41,$26.97,117.17%,$4.11
CB,2021-08-15T16:17:16.404170200Z,$182.73,$91.69,$182.73,$167.74,121.24%,$32.01
GLW,2021-08-15T16:17:16.404170200Z,$40.31,$17.16,$46.00,$40.80,140.29%,$11.58
CVX,2021-08-15T16:17:16.404170200Z,$101.96,$50.57,$111.95,$101.60,91.08%,$-9.99
FB,2021-08-15T16:17:16.404170200Z,$363.18,$146.01,$373.28,$355.18,173.12%,$153.40
DPZ,2021-08-15T16:17:16.404170200Z,$517.02,$267.22,$540.47,$503.19,178.54%,$227.44
DRE,2021-08-15T16:17:16.404170200Z,$50.99,$25.34,$51.30,$50.13,154.07%,$17.90
DD,2021-08-15T16:17:16.404170200Z,$77.08,$27.67,$85.33,$76.00,125.64%,$15.73
EQIX,2021-08-15T16:17:16.404170200Z,$814.09,$479.77,$841.83,$821.71,143.85%,$248.18
BDX,2021-08-15T16:17:16.404170200Z,$246.79,$197.21,$280.25,$248.28,92.41%,$-20.28
BA,2021-08-15T16:17:16.404170200Z,$234.46,$95.01,$345.40,$228.78,70.76%,$-96.89
BWA,2021-08-15T16:17:16.404170200Z,$45.61,$19.32,$54.45,$47.28,106.55%,$2.80
D,2021-08-15T16:17:16.404170200Z,$77.71,$56.60,$84.85,$75.57,100.57%,$0.44
BLK,2021-08-15T16:17:16.404170200Z,$916.86,$318.29,$917.09,$884.93,186.71%,$425.79
EA,2021-08-15T16:17:16.404170200Z,$138.68,$86.61,$148.61,$141.40,129.68%,$31.74
BXP,2021-08-15T16:17:16.404170200Z,$117.91,$69.15,$138.61,$116.17,92.55%,$-9.49
CTAS,2021-08-15T16:17:16.404170200Z,$389.41,$154.75,$395.34,$387.82,145.95%,$122.60
IT,2021-08-15T16:17:16.404170200Z,$304.87,$83.24,$304.87,$266.52,195.38%,$148.83
EBAY,2021-08-15T16:17:16.404170200Z,$74.02,$25.92,$74.02,$69.50,208.13%,$38.46
CMS,2021-08-15T16:17:16.404170200Z,$63.46,$46.53,$66.05,$61.30,107.86%,$4.63
EMN,2021-08-15T16:17:16.404170200Z,$115.70,$37.02,$129.31,$112.45,154.93%,$41.02
FBHS,2021-08-15T16:17:16.404170200Z,$102.51,$34.32,$111.68,$98.04,158.68%,$37.91
CMA,2021-08-15T16:17:16.404170200Z,$74.95,$24.35,$78.92,$69.22,113.78%,$9.08
FE,2021-08-15T16:17:16.404170200Z,$38.64,$25.52,$48.77,$37.58,87.78%,$-5.38
DFS,2021-08-15T16:17:16.404170200Z,$135.38,$24.41,$135.38,$124.30,165.16%,$53.41
AVGO,2021-08-15T16:17:16.404170200Z,$486.16,$158.05,$487.80,$478.89,160.16%,$182.62
ADP,2021-08-15T16:17:16.404170200Z,$215.17,$106.09,$216.72,$206.88,130.68%,$50.52
ES,2021-08-15T16:17:16.404170200Z,$90.44,$60.07,$95.12,$85.48,113.26%,$10.59
FFIV,2021-08-15T16:17:16.404170200Z,$204.37,$90.55,$215.35,$196.55,145.19%,$63.61
ETR,2021-08-15T16:17:16.404170200Z,$109.88,$73.99,$127.56,$102.92,99.14%,$-0.96
EIX,2021-08-15T16:17:16.404170200Z,$57.00,$41.51,$73.00,$56.64,82.09%,$-12.44
SCHW,2021-08-15T16:17:16.404170200Z,$74.01,$27.79,$75.83,$69.97,157.56%,$27.04
DOW,2021-08-15T16:17:16.404170200Z,$63.69,$20.58,$70.61,$61.78,128.75%,$14.22
BMY,2021-08-15T16:17:16.404170200Z,$67.51,$44.30,$69.31,$67.50,111.65%,$7.04
FTNT,2021-08-15T16:17:16.404170200Z,$309.33,$75.70,$309.33,$271.15,282.03%,$199.65
FCX,2021-08-15T16:17:16.404170200Z,$38.10,$5.29,$44.71,$36.03,290.96%,$25.01
FIS,2021-08-15T16:17:16.404170200Z,$134.06,$101.17,$155.27,$142.57,97.30%,$-3.73
EVRG,2021-08-15T16:17:16.404170200Z,$68.10,$42.88,$70.06,$64.27,113.24%,$7.96
FTV,2021-08-15T16:17:16.404170200Z,$75.96,$34.96,$75.96,$71.14,117.81%,$11.48
DOV,2021-08-15T16:17:16.404170200Z,$171.64,$64.03,$172.49,$160.91,150.63%,$57.69
EXPE,2021-08-15T16:17:16.404170200Z,$148.63,$45.65,$185.27,$159.31,134.42%,$38.06
DE,2021-08-15T16:17:16.404170200Z,$384.00,$108.72,$393.21,$356.53,221.97%,$211.00
EMR,2021-08-15T16:17:16.404170200Z,$103.74,$36.60,$103.77,$98.35,140.24%,$29.77
FRC,2021-08-15T16:17:16.404170200Z,$198.85,$74.93,$203.75,$195.27,170.34%,$82.11
AVY,2021-08-15T16:17:16.404170200Z,$215.53,$77.12,$222.56,$208.84,171.03%,$89.51
ESS,2021-08-15T16:17:16.404170200Z,$316.95,$173.06,$331.91,$322.12,111.89%,$33.68
FLT,2021-08-15T16:17:16.404170200Z,$262.49,$171.72,$328.85,$256.20,91.22%,$-25.25
FLS,2021-08-15T16:17:16.404170200Z,$40.19,$18.52,$48.77,$41.33,82.40%,$-8.58
CCL,2021-08-15T16:17:16.404170200Z,$22.86,$7.97,$51.30,$22.88,45.07%,$-27.86
EQR,2021-08-15T16:17:16.404170200Z,$82.66,$45.04,$84.88,$82.61,109.81%,$7.38
EL,2021-08-15T16:17:16.404170200Z,$326.60,$143.24,$333.83,$324.83,160.01%,$122.48
FOXA,2021-08-15T16:17:16.404170200Z,$37.00,$19.92,$44.18,$36.22,101.92%,$0.70
EXC,2021-08-15T16:17:16.404170200Z,$48.35,$28.57,$48.35,$46.22,112.55%,$5.39
ETN,2021-08-15T16:17:16.404170200Z,$167.62,$55.57,$167.62,$155.80,183.35%,$76.20
FDX,2021-08-15T16:17:16.404170200Z,$277.18,$89.15,$314.81,$288.32,182.31%,$125.15
AON,2021-08-15T16:17:16.404170200Z,$277.24,$143.53,$277.24,$246.34,134.85%,$71.66
EXPD,2021-08-15T16:17:16.404170200Z,$123.91,$53.99,$130.36,$126.78,160.93%,$46.91
HOLX,2021-08-15T16:17:16.404170200Z,$76.92,$29.38,$83.72,$71.78,147.72%,$24.85
HSIC,2021-08-15T16:17:16.404170200Z,$75.68,$43.18,$82.97,$76.76,112.75%,$8.56
EOG,2021-08-15T16:17:16.404170200Z,$68.00,$28.12,$86.10,$75.14,85.81%,$-11.25
NVR,2021-08-15T16:17:16.404170200Z,$5252.49,$2175.00,$5313.57,$5078.05,140.61%,$1516.99
FISV,2021-08-15T16:17:16.404170200Z,$111.62,$77.00,$126.55,$110.39,96.62%,$-3.90
FMC,2021-08-15T16:17:16.404170200Z,$94.32,$58.20,$121.30,$103.98,97.05%,$-2.86
FAST,2021-08-15T16:17:16.404170200Z,$55.27,$27.00,$55.93,$53.94,156.03%,$19.85
GRMN,2021-08-15T16:17:16.404170200Z,$167.52,$61.91,$167.52,$154.59,176.46%,$72.58
GWW,2021-08-15T16:17:16.404170200Z,$438.69,$204.33,$472.47,$448.74,131.09%,$104.04
XOM,2021-08-15T16:17:16.404170200Z,$56.77,$28.20,$63.70,$57.82,90.56%,$-5.91
FOX,2021-08-15T16:17:16.404170200Z,$34.07,$19.53,$41.44,$34.01,95.46%,$-1.62
GILD,2021-08-15T16:17:16.404170200Z,$71.16,$55.43,$79.72,$68.87,116.01%,$9.82
IQV,2021-08-15T16:17:16.404170200Z,$248.14,$84.00,$253.94,$247.50,158.65%,$91.73
LYV,2021-08-15T16:17:16.404170200Z,$81.58,$29.50,$92.86,$81.81,113.48%,$9.69
EXR,2021-08-15T16:17:16.404170200Z,$175.68,$71.69,$176.55,$171.85,176.23%,$75.99
ORLY,2021-08-15T16:17:16.404170200Z,$594.03,$260.92,$620.92,$598.00,135.77%,$156.51
LYB,2021-08-15T16:17:16.404170200Z,$105.07,$32.83,$116.73,$99.87,120.78%,$18.08
LMT,2021-08-15T16:17:16.404170200Z,$357.98,$267.69,$422.72,$373.21,93.27%,$-25.83
INFO,2021-08-15T16:17:16.404170200Z,$119.54,$44.82,$119.61,$115.01,160.09%,$44.87
HBI,2021-08-15T16:17:16.404170200Z,$20.41,$6.73,$22.03,$18.35,150.81%,$6.88
FRT,2021-08-15T16:17:16.404170200Z,$120.00,$62.21,$122.66,$117.54,102.35%,$2.76
GL,2021-08-15T16:17:16.404170200Z,$96.40,$57.35,$109.63,$93.98,92.59%,$-7.71
RE,2021-08-15T16:17:16.404170200Z,$272.92,$156.40,$280.32,$251.08,102.13%,$5.70
F,2021-08-15T16:17:16.404170200Z,$13.59,$4.01,$15.99,$14.03,146.72%,$4.33
GE,2021-08-15T16:17:16.404170200Z,$104.92,$5.46,$106.08,$40.21,885.25%,$93.07
HII,2021-08-15T16:17:16.404170200Z,$205.94,$135.35,$269.10,$204.82,83.32%,$-41.22
GD,2021-08-15T16:17:16.404170200Z,$198.37,$102.09,$200.69,$192.72,116.75%,$28.45
HAS,2021-08-15T16:17:16.404170200Z,$100.26,$42.64,$103.02,$97.06,100.50%,$0.50
MXIM,2021-08-15T16:17:16.404170200Z,$99.73,$41.86,$105.36,$99.52,163.54%,$38.75
INTU,2021-08-15T16:17:16.404170200Z,$540.74,$192.81,$540.74,$516.46,205.57%,$277.70
BAC,2021-08-15T16:17:16.404170200Z,$41.63,$17.56,$43.27,$39.24,121.04%,$7.24
IDXX,2021-08-15T16:17:16.404170200Z,$672.10,$182.94,$705.76,$674.72,253.60%,$407.08
JKHY,2021-08-15T16:17:16.404170200Z,$177.12,$127.84,$196.88,$171.57,123.43%,$33.62
J,2021-08-15T16:17:16.404170200Z,$138.07,$62.29,$143.18,$132.71,155.04%,$49.02
HFC,2021-08-15T16:17:16.404170200Z,$30.39,$16.81,$48.49,$29.90,62.67%,$-18.10
GS,2021-08-15T16:17:16.404170200Z,$410.78,$131.64,$413.89,$378.49,180.84%,$183.63
HD,2021-08-15T16:17:16.404170200Z,$331.32,$147.93,$339.34,$326.02,156.17%,$119.17
HUM,2021-08-15T16:17:16.404170200Z,$410.77,$212.28,$471.22,$445.22,114.23%,$51.18
MA,2021-08-15T16:17:16.404170200Z,$362.75,$201.75,$395.18,$377.19,120.65%,$62.08
FITB,2021-08-15T16:17:16.404170200Z,$38.48,$10.91,$42.60,$37.14,132.69%,$9.48
HAL,2021-08-15T16:17:16.404170200Z,$20.13,$4.55,$24.80,$20.91,83.52%,$-3.97
GPS,2021-08-15T16:17:16.404170200Z,$28.89,$5.24,$36.20,$29.94,177.97%,$12.66
ISRG,2021-08-15T16:17:16.404170200Z,$1003.04,$367.75,$1032.00,$970.00,167.94%,$405.78
ILMN,2021-08-15T16:17:16.404170200Z,$517.32,$209.20,$517.32,$486.63,158.20%,$190.32
HRL,2021-08-15T16:17:16.404170200Z,$46.00,$38.89,$51.69,$46.97,107.56%,$3.23
PEAK,2021-08-15T16:17:16.404170200Z,$35.83,$18.63,$37.06,$35.30,115.05%,$4.69
GPN,2021-08-15T16:17:16.404170200Z,$171.41,$115.47,$219.02,$185.44,92.90%,$-13.10
LKQ,2021-08-15T16:17:16.404170200Z,$50.48,$13.90,$52.11,$50.51,141.01%,$14.68
MKTX,2021-08-15T16:17:16.404170200Z,$463.42,$279.61,$588.75,$467.61,122.83%,$86.13
INCY,2021-08-15T16:17:16.404170200Z,$73.47,$63.18,$109.69,$78.82,85.46%,$-12.50
NFLX,2021-08-15T16:17:16.404170200Z,$515.92,$298.84,$586.34,$524.39,156.43%,$186.11
HLT,2021-08-15T16:17:16.404170200Z,$122.21,$55.94,$134.50,$125.00,109.82%,$10.93
HON,2021-08-15T16:17:16.404170200Z,$231.76,$100.76,$233.25,$226.90,132.85%,$57.31
ICE,2021-08-15T16:17:16.404170200Z,$116.88,$65.87,$121.36,$119.22,128.46%,$25.90
DTE,2021-08-15T16:17:16.404170200Z,$120.30,$62.56,$121.69,$116.26,116.06%,$16.64
MCO,2021-08-15T16:17:16.404170200Z,$380.65,$163.39,$386.84,$377.05,159.44%,$141.91
LOW,2021-08-15T16:17:16.404170200Z,$190.51,$63.50,$210.43,$193.44,162.67%,$73.40
JCI,2021-08-15T16:17:16.404170200Z,$72.82,$22.85,$72.99,$70.51,182.44%,$32.91
GIS,2021-08-15T16:17:16.404170200Z,$59.84,$44.96,$63.55,$59.25,121.85%,$10.73
HST,2021-08-15T16:17:16.404170200Z,$15.91,$9.06,$18.43,$16.23,88.85%,$-2.00
HCA,2021-08-15T16:17:16.404170200Z,$242.98,$67.65,$253.51,$233.89,166.46%,$97.01
IR,2021-08-15T16:17:16.404170200Z,$52.43,$18.89,$52.43,$48.99,147.99%,$17.00
IPGP,2021-08-15T16:17:16.404170200Z,$169.12,$102.74,$258.58,$201.12,115.46%,$22.64
GPC,2021-08-15T16:17:16.404170200Z,$124.64,$48.38,$132.77,$127.23,123.54%,$23.75
HES,2021-08-15T16:17:16.404170200Z,$69.94,$28.29,$90.66,$77.95,106.35%,$4.18
HRB,2021-08-15T16:17:16.404170200Z,$25.66,$11.10,$25.90,$24.30,119.30%,$4.15
HPE,2021-08-15T16:17:16.404170200Z,$14.98,$7.46,$16.41,$14.43,98.33%,$-0.25
NCLH,2021-08-15T16:17:16.404170200Z,$25.04,$7.77,$59.65,$25.42,42.56%,$-33.79
ITW,2021-08-15T16:17:16.404170200Z,$233.01,$113.96,$237.85,$227.52,132.90%,$57.68
NRG,2021-08-15T16:17:16.404170200Z,$43.65,$20.88,$43.89,$41.14,119.46%,$7.11
HBAN,2021-08-15T16:17:16.404170200Z,$15.15,$6.42,$16.37,$14.21,109.47%,$1.31
OMC,2021-08-15T16:17:16.404170200Z,$75.45,$44.54,$84.25,$75.86,100.43%,$0.32
IBM,2021-08-15T16:17:16.404170200Z,$143.18,$87.79,$149.56,$140.02,115.33%,$19.04
NTAP,2021-08-15T16:17:16.404170200Z,$82.28,$33.49,$83.12,$80.35,138.34%,$22.81
MKC,2021-08-15T16:17:16.404170200Z,$86.68,$55.67,$103.38,$85.71,105.80%,$4.75
JWN,2021-08-15T16:17:16.404170200Z,$35.83,$11.79,$45.79,$34.29,90.48%,$-3.77
